drug_name	active_ingredients
TRIPLE SULFOID	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
SULFALOID	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
LANTRISUL	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
SORBITOL-MANNITOL	MANNITOL; SORBITOL
LIDOCAINE HYDROCHLORIDE W/ EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
CARMOL HC	HYDROCORTISONE ACETATE; UREA
PROCAINE HYDROCHLORIDE W/ EPINEPHRINE	EPINEPHRINE; PROCAINE HYDROCHLORIDE
ACETAMINOPHEN, ASPIRIN, AND CODEINE PHOSPHATE	ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE
METHOCARBAMOL AND ASPIRIN	ASPIRIN; METHOCARBAMOL
PROPOXYPHENE COMPOUND-65	ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE
PRAMOSONE	HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
PROBENECID W/ COLCHICINE	COLCHICINE; PROBENECID
ALCOHOL 5% IN DEXTROSE 5% IN WATER	ALCOHOL; DEXTROSE
ALCOHOL 5% IN D5-W	ALCOHOL; DEXTROSE
DELCOBESE	AMPHETAMINE ADIPATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE ADIPATE; DEXTROAMPHETAMINE SULFATE
HYDROCHLOROTHIAZIDE W/ RESERPINE	HYDROCHLOROTHIAZIDE; RESERPINE
CAPITAL AND CODEINE	ACETAMINOPHEN; CODEINE PHOSPHATE
HYDROCHLOROTHIAZIDE W/ RESERPINE AND HYDRALAZINE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
HYDROSERPINE PLUS (R-H-H)	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
CALMURID HC	HYDROCORTISONE; UREA
EMPRACET W/ CODEINE PHOSPHATE #3	ACETAMINOPHEN; CODEINE PHOSPHATE
EMPRACET W/ CODEINE PHOSPHATE #4	ACETAMINOPHEN; CODEINE PHOSPHATE
OCTOCAINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
COL-PROBENECID	COLCHICINE; PROBENECID
HYDRALAZINE HYDROCHLORIDE, HYDROCHLOROTHIAZIDE AND RESERPINE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
CYCLOMYDRIL	CYCLOPENTOLATE HYDROCHLORIDE; PHENYLEPHRINE HYDROCHLORIDE
PHENAPHEN W/ CODEINE NO. 2	ACETAMINOPHEN; CODEINE PHOSPHATE
PHENAPHEN W/ CODEINE NO. 3	ACETAMINOPHEN; CODEINE PHOSPHATE
PHENAPHEN W/ CODEINE NO. 4	ACETAMINOPHEN; CODEINE PHOSPHATE
DOMEBORO	ACETIC ACID, GLACIAL; ALUMINUM ACETATE
COMPOUND 65	ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE
RESERPINE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; RESERPINE
DRALSERP	HYDRALAZINE HYDROCHLORIDE; RESERPINE
ISOCAINE HYDROCHLORIDE W/ LEVONORDEFRIN	LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE
HYDRO-RESERP	HYDROCHLOROTHIAZIDE; RESERPINE
ALPHACAINE HYDROCHLORIDE W/ EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
LIDOCATON	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
APRESAZIDE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
HYDRO-SERP ""25""	HYDROCHLOROTHIAZIDE; RESERPINE
MEPIVACAINE HYDROCHLORIDE W/ LEVONORDEFRIN	LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE
CHLOROTHIAZIDE W/ RESERPINE	CHLOROTHIAZIDE; RESERPINE
MERSALYL-THEOPHYLLINE	MERSALYL SODIUM; THEOPHYLLINE
HYDRAP-ES	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
CAM-AP-ES	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
MICRAININ	ASPIRIN; MEPROBAMATE
WYGESIC	ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE
ARESTOCAINE HYDROCHLORIDE W/ LEVONORDEFRIN	LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE
TYLENOL W/ CODEINE NO. 1	ACETAMINOPHEN; CODEINE PHOSPHATE
TYLENOL W/ CODEINE NO. 2	ACETAMINOPHEN; CODEINE PHOSPHATE
TYLENOL W/ CODEINE NO. 3	ACETAMINOPHEN; CODEINE PHOSPHATE
TYLENOL W/ CODEINE NO. 4	ACETAMINOPHEN; CODEINE PHOSPHATE
TYLENOL W/ CODEINE	ACETAMINOPHEN; CODEINE PHOSPHATE
DOLENE AP-65	ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE
MEPERIDINE AND ATROPINE SULFATE	ATROPINE SULFATE; MEPERIDINE HYDROCHLORIDE
LOW-QUEL	ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
HYDRO-SERP ""50""	HYDROCHLOROTHIAZIDE; RESERPINE
TRICHLORMETHIAZIDE W/ RESERPINE	RESERPINE; TRICHLORMETHIAZIDE
DI-ATRO	ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
TRIPROLIDINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
LONOX	ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
H.R.-50	HYDROCHLOROTHIAZIDE; RESERPINE
HYDROCHLOROTHIAZIDE W/ HYDRALAZINE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
TYLOX	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
ACETIC ACID W/ HYDROCORTISONE	ACETIC ACID, GLACIAL; HYDROCORTISONE
RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
PROBEN-C	COLCHICINE; PROBENECID
TESTOSTERONE CYPIONATE-ESTRADIOL CYPIONATE	ESTRADIOL CYPIONATE; TESTOSTERONE CYPIONATE
CODEINE, ASPIRIN, APAP FORMULA NO. 4	ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE
CODEINE, ASPIRIN, APAP FORMULA NO. 3	ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE
CODEINE, ASPIRIN, APAP FORMULA NO. 2	ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE
VICODIN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
PROVAL #3	ACETAMINOPHEN; CODEINE PHOSPHATE
PROPOXYPHENE HYDROCHLORIDE W/ ASPIRIN AND CAFFEINE	ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE
COLONAID	ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
LOMANATE	ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
HYDRALAZINE, HYDROCHLOROTHIAZIDE W/ RESERPINE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
HYDRALAZINE AND HYDROCHLOROTHIAZIDE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
PHENAPHEN-650 W/ CODEINE	ACETAMINOPHEN; CODEINE PHOSPHATE
TESTOSTERONE ENANTHATE AND ESTRADIOL VALERATE	ESTRADIOL VALERATE; TESTOSTERONE ENANTHATE
UNIPRES	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
OXYCODONE 2.5/APAP 500	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
OXYCODONE 5/APAP 500	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; SPIRONOLACTONE
ALPHADERM	HYDROCORTISONE; UREA
PROCTOFOAM HC	HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
VICOPRIN	ASPIRIN; HYDROCODONE BITARTRATE
DITATE-DS	ESTRADIOL VALERATE; TESTOSTERONE ENANTHATE
DIPHENOXYLATE HYDROCHLORIDE W/ ATROPINE SULFATE	ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
EPIFOAM	HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
HYPAQUE-76	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; SPIRONOLACTONE
MIGERGOT	CAFFEINE; ERGOTAMINE TARTRATE
WIGRAINE	CAFFEINE; ERGOTAMINE TARTRATE
ORLEX HC	ACETIC ACID, GLACIAL; HYDROCORTISONE
LANORINAL	ASPIRIN; BUTALBITAL; CAFFEINE
ROXICET	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
MD-76	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
MD-60	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
HYDRALAZINE HYDROCHLORIDE-HYDROCHLOROTHIAZIDE-RESERPINE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
ACETASOL HC	ACETIC ACID, GLACIAL; HYDROCORTISONE
SER-A-GEN	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
LORCET-HD	ACETAMINOPHEN; HYDROCODONE BITARTRATE
MD-GASTROVIEW	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
OXYCET	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
CODOXY	ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
ISOPTO CETAPRED	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
BUTALBITAL AND ACETAMINOPHEN	ACETAMINOPHEN; BUTALBITAL
ANOQUAN	ACETAMINOPHEN; BUTALBITAL; CAFFEINE
HY-PHEN	ACETAMINOPHEN; HYDROCODONE BITARTRATE
RESERPINE, HYDROCHLOROTHIAZIDE, AND HYDRALAZINE HYDROCHLORIDE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
ANGIOVIST 370	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
ANGIOVIST 292	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
GASTROVIST	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
OXYCODONE AND ASPIRIN (HALF-STRENGTH)	ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
ROXIPRIN	ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
CHLOROTHIAZIDE-RESERPINE	CHLOROTHIAZIDE; RESERPINE
BLEPHAMIDE S.O.P.	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
CO-GESIC	ACETAMINOPHEN; HYDROCODONE BITARTRATE
CETAPRED	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
DURADYNE DHC	ACETAMINOPHEN; HYDROCODONE BITARTRATE
PHRENILIN	ACETAMINOPHEN; BUTALBITAL
ATROPINE AND DEMEROL	ATROPINE SULFATE; MEPERIDINE HYDROCHLORIDE
TRYSUL	TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)
BANCAP HC	ACETAMINOPHEN; HYDROCODONE BITARTRATE
PREDSULFAIR	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
LO-TROL	ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
PAPA-DEINE #3	ACETAMINOPHEN; CODEINE PHOSPHATE
PREDAMIDE	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
HYDROPANE	HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE
SULPHRIN	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
HYDROFLUMETHIAZIDE AND RESERPINE	HYDROFLUMETHIAZIDE; RESERPINE
MYFED	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
TRIPROLIDINE AND PSEUDOEPHEDRINE	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
DIATRIZOATE-60	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
RESERPINE AND HYDROCHLOROTHIAZIDE-50	HYDROCHLOROTHIAZIDE; RESERPINE
PSEUDOEPHEDRINE HYDROCHLORIDE AND TRIPROLIDINE HYDROCHLORIDE	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
TYLOX-325	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
HISTAFED	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
AXOTAL	ASPIRIN; BUTALBITAL
BROMANYL	BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE
ACTAHIST	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 25/25	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 50/50	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 100/50	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
CHLOROTHIAZIDE AND RESERPINE	CHLOROTHIAZIDE; RESERPINE
SCANDONEST L	LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE
LIGNOSPAN FORTE	EPINEPHRINE BITARTRATE; LIDOCAINE HYDROCHLORIDE
LIGNOSPAN STANDARD	EPINEPHRINE BITARTRATE; LIDOCAINE HYDROCHLORIDE
METHYCLOTHIAZIDE AND DESERPIDINE	DESERPIDINE; METHYCLOTHIAZIDE
TRILITRON	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
TUSSIGON	HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE
DHC PLUS	ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE BITARTRATE
CORPHED	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
BOROFAIR	ACETIC ACID, GLACIAL; ALUMINUM ACETATE
GYNE-SULF	TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)
BROMODIPHENHYDRAMINE HYDROCHLORIDE AND CODEINE PHOSPHATE	BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE
TRIPHED	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
TRIACIN-C	CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
PAPA-DEINE #4	ACETAMINOPHEN; CODEINE PHOSPHATE
BROMANATE DM	BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
PHERAZINE W/ CODEINE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
Q-GESIC	ASPIRIN; MEPROBAMATE
PROMETH VC PLAIN	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
PROMETH W/ DEXTROMETHORPHAN	DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE
PROMETH VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
CARISOPRODOL COMPOUND	ASPIRIN; CARISOPRODOL
BROMFED-DM	BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
PROMETHAZINE W/ CODEINE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
PROMETHAZINE VC PLAIN	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
PROMETHAZINE VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
VAGILIA	TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)
PHRENILIN FORTE	ACETAMINOPHEN; BUTALBITAL
TRIPROLIDINE HYDROCHLORIDE, PSEUDOEPHEDRINE HYDROCHLORIDE AND CODEINE PHOSPHATE	CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
PREDSULFAIR II	PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
ALLERFED	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
PROMETHAZINE W/ DEXTROMETHORPHAN	DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE
PHERAZINE VC	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
PHERAZINE VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
NORCET	ACETAMINOPHEN; HYDROCODONE BITARTRATE
BANCAP	ACETAMINOPHEN; BUTALBITAL
ACETAMINOPHEN AND HYDROCODONE BITARTRATE	ACETAMINOPHEN; HYDROCODONE BITARTRATE
RESERPINE AND HYDROFLUMETHIAZIDE	HYDROFLUMETHIAZIDE; RESERPINE
PHERAZINE DM	DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE
SEDAPAP	ACETAMINOPHEN; BUTALBITAL
HYDRA-ZIDE	HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
LOGEN	ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
BUCET	ACETAMINOPHEN; BUTALBITAL
TRIPROLIDINE AND PSEUDOEPHEDRINE HYDROCHLORIDES W/ CODEINE	CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
TRIAD	ACETAMINOPHEN; BUTALBITAL; CAFFEINE
FEMCET	ACETAMINOPHEN; BUTALBITAL; CAFFEINE
MEDIGESIC PLUS	ACETAMINOPHEN; BUTALBITAL; CAFFEINE
BROMPHERIL	DEXBROMPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE
MEPROBAMATE AND ASPIRIN	ASPIRIN; MEPROBAMATE
MEPRO-ASPIRIN	ASPIRIN; MEPROBAMATE
RESPORAL	DEXBROMPHENIRAMINE MALEATE; PSEUDOEPHEDRINE SULFATE
SYNALGOS-DC-A	ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE BITARTRATE
TRIAPRIN	ACETAMINOPHEN; BUTALBITAL
RENOCAL-76	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
TYCOLET	ACETAMINOPHEN; HYDROCODONE BITARTRATE
TENCON	ACETAMINOPHEN; BUTALBITAL
AZDONE	ASPIRIN; HYDROCODONE BITARTRATE
HYDROCORTISONE ACETATE 1% AND PRAMOXINE HYDROCHLORIDE 1%	HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
ALUMINUM HYDROXIDE AND MAGNESIUM TRISILICATE	ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE
U-CORT	HYDROCORTISONE ACETATE; UREA
POLOCAINE W/ LEVONORDEFRIN	LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE
ESGIC	ACETAMINOPHEN; BUTALBITAL; CAFFEINE
ANEXSIA 7.5/650	ACETAMINOPHEN; HYDROCODONE BITARTRATE
VICODIN ES	ACETAMINOPHEN; HYDROCODONE BITARTRATE
ROXICET 5/500	ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
ALLAY	ACETAMINOPHEN; HYDROCODONE BITARTRATE
BUTAPAP	ACETAMINOPHEN; BUTALBITAL
AMLODIPINE BESYLATE AND VALSARTAN	AMLODIPINE BESYLATE; VALSARTAN
PEG-3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE
EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE	EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE
SYEDA	DROSPIRENONE; ETHINYL ESTRADIOL
PEG-3350, SODIUM SULFATE, SODIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM ASCORBATE AND ASCORBIC ACID	ASCORBIC ACID; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM ASCORBATE; SODIUM CHLORIDE; SODIUM SULFATE
PROMETHAZINE HYDROCHLORIDE; CODEINE PHOSPHATE	PROMETHAZINE HYDROCHLORIDE; CODEINE PHOSPHATE
PEG 3350 AND ELECTROLYTES	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
POLYETHYLENE GLYCOL 3350; SODIUM CHLORIDE; SODIUM BICARBONATE; POTASSIUM CHLORIDE; BISACODYL	POLYETHYLENE GLYCOL 3350; SODIUM CHLORIDE; SODIUM BICARBONATE; POTASSIUM CHLORIDE; BISACODYL
GILDESS 24 FE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
LEVOFLOXACIN; DEXTROSE	LEVOFLOXACIN; DEXTROSE
ABACAVIR SULFATE, LAMIVUDINE AND ZIDOVUDINE	ABACAVIR SULFATE; LAMIVUDINE; ZIDOVUDINE
IBUPROFEN AND DIPHENHYDRAMINE HYDROCHLORIDE	DIPHENHYDRAMINE HYDROCHLORIDE; IBUPROFEN
AMLODIPINE AND OLMESARTAN MEDOXOMIL	AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL
PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE	METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE
EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE	EFAVIRENZ;EMTRICITABINE;TENOFOVIR DISOPROXIL FUMARATE
ZYFREL	ACETAMINOPHEN; HYDROCODONE BITARTRATE
NORGESTIMATE; ETHINYL ESTRADIOL	NORGESTIMATE; ETHINYL ESTRADIOL
EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE	EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE
MONO-LINYAH	ETHINYL ESTRADIOL; NORGESTIMATE
TRI-LINYAH	ETHINYL ESTRADIOL; NORGESTIMATE
BRIELLYN	ETHINYL ESTRADIOL; NORETHINDRONE
TRI-LO-LINYAH	NORGESTIMATE; ETHINYL ESTRADIOL
IMIPENEM AND CILASTATIN	CILASTATIN SODIUM; IMIPENEM
CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE	CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE
POLYETHYLENE GLYCOL 3350 AND ELECTROLYTES	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
SETLAKIN	ETHINYL ESTRADIOL; LEVONORGESTREL
LEVONEST	ETHINYL ESTRADIOL; LEVONORGESTREL
FALMINA	ETHINYL ESTRADIOL; LEVONORGESTREL
BETAMETHASONE ACETATE AND BETAMETHASONE SODIUM PHOSPHATE	BETAMETHASONE ACETATE; BETAMETHASONE SODIUM PHOSPHATE
SUMATRIPTAN; NAPROXEN SODIUM	SUMATRIPTAN; NAPROXEN SODIUM
CLENZ-LYTE	POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE
TRI-ESTARYLLA	ETHINYL ESTRADIOL; NORGESTIMATE
ESTARYLLA	ETHINYL ESTRADIOL; NORGESTIMATE
IRBESARTAN; HYDROCHLOROTHIAZIDE	IRBESARTAN; HYDROCHLOROTHIAZIDE
SUMATRIPTAN AND NAPROXEN SODIUM	NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE
DASETTA 7/7/7	ETHINYL ESTRADIOL; NORETHINDRONE
PHILITH	ETHINYL ESTRADIOL; NORETHINDRONE
DASETTA 1/35	ETHINYL ESTRADIOL; NORETHINDRONE
GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDE	DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN
GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE	GUAIFENESIN; PSEUDOEPHEDRINE HYDROCHLORIDE
TELMISARTAN; HYDROCHLOROTHIAZIDE	TELMISARTAN; HYDROCHLOROTHIAZIDE
BRIMONIDINE TARTRATE; TIMOLOL MALEATE	BRIMONIDINE TARTRATE; TIMOLOL MALEATE
ELINEST	ETHINYL ESTRADIOL; NORGESTREL
BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE	BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE
WERA	ETHINYL ESTRADIOL; NORETHINDRONE
ATOVAQUONE AND PROGUANIL HYDROCHLORIDE	ATOVAQUONE; PROGUANIL HYDROCHLORIDE
EFAVIRENZ, EMTRICITABINE, AND TENOFOVIR DISOPROXIL FUMARATE	EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE
TRI-LO-ESTARYLLA	ETHINYL ESTRADIOL; NORGESTIMATE
PIMTREA	DESOGESTREL; ETHINYL ESTRADIOL
VIORELE	DESOGESTREL; ETHINYL ESTRADIOL
TELMISARTAN AND HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE; TELMISARTAN
BLISOVI 24 FE	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
KURVELO	ETHINYL ESTRADIOL; LEVONORGESTREL
MARLISSA	ETHINYL ESTRADIOL; LEVONORGESTREL
LARIN FE 1.5/30	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
LARIN FE 1/20	ETHINYL ESTRADIOL; NORETHINDRONE ACETATE
DAYSEE	ETHINYL ESTRADIOL; LEVONORGESTREL
HYDROCODONE POLISTIREX AND CHLORPHENIRAMINE POLISTIREX	CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX
ALYACEN 1/35	ETHINYL ESTRADIOL; NORETHINDRONE
ALYACEN 7/7/7	ETHINYL ESTRADIOL; NORETHINDRONE
ALYACEN 777	NORETHINDRONE; ETHINYL ESTRADIOL
